,Antecedent,Consequent,Confidence_score
58648,"('1', '2.1', 'FELTCRAFT 6 FLOWER FRIENDS')","('22149',)",1.0
58649,"('1', '22149', 'FELTCRAFT 6 FLOWER FRIENDS')","('2.1',)",0.9743589743589743
58650,"('2', 'FELTCRAFT 6 FLOWER FRIENDS')","('2.1', '22149')",1.0
58651,"('2', '2.1', '22149')","('FELTCRAFT 6 FLOWER FRIENDS',)",1.0
58652,"('2', '2.1', 'FELTCRAFT 6 FLOWER FRIENDS')","('22149',)",1.0
58653,"('2', '22149', 'FELTCRAFT 6 FLOWER FRIENDS')","('2.1',)",1.0
58654,"('6', 'FELTCRAFT 6 FLOWER FRIENDS')","('2.1', '22149')",1.0
58655,"('2.1', '22149', '6')","('FELTCRAFT 6 FLOWER FRIENDS',)",1.0
58656,"('2.1', '6', 'FELTCRAFT 6 FLOWER FRIENDS')","('22149',)",1.0
58657,"('22149', '6', 'FELTCRAFT 6 FLOWER FRIENDS')","('2.1',)",1.0
58658,"('2.1', '22149')","('FELTCRAFT 6 FLOWER FRIENDS',)",1.0
58659,"('2.1', 'FELTCRAFT 6 FLOWER FRIENDS')","('22149',)",1.0
58660,"('22149', 'FELTCRAFT 6 FLOWER FRIENDS')","('2.1',)",0.9382978723404255
58661,"('4', 'LUNCH BAG DOILEY PATTERN ')","('1.65', '23209')",1.0
58662,"('1.65', '4', 'LUNCH BAG DOILEY PATTERN ')","('23209',)",1.0
58663,"('23209', '4', 'LUNCH BAG DOILEY PATTERN ')","('1.65',)",1.0
58664,"('2', 'LUNCH BAG DOILEY PATTERN ')","('1.65', '23209')",1.0
58665,"('1.65', '2', 'LUNCH BAG DOILEY PATTERN ')","('23209',)",1.0
58666,"('2', '23209', 'LUNCH BAG DOILEY PATTERN ')","('1.65',)",1.0
58667,"('3', 'LUNCH BAG DOILEY PATTERN ')","('1.65', '23209')",1.0
58668,"('1.65', '3', 'LUNCH BAG DOILEY PATTERN ')","('23209',)",1.0
58669,"('23209', '3', 'LUNCH BAG DOILEY PATTERN ')","('1.65',)",1.0
58670,"('1', 'LUNCH BAG DOILEY PATTERN ')","('1.65', '23209')",1.0
58671,"('1', '1.65', 'LUNCH BAG DOILEY PATTERN ')","('23209',)",1.0
58672,"('1', '23209', 'LUNCH BAG DOILEY PATTERN ')","('1.65',)",1.0
58673,"('20', 'LUNCH BAG DOILEY PATTERN ')","('1.65', '23209')",0.9791666666666666
58674,"('1.65', '20', 'LUNCH BAG DOILEY PATTERN ')","('23209',)",1.0
58675,"('20', '23209', 'LUNCH BAG DOILEY PATTERN ')","('1.65',)",0.9791666666666666
58676,"('10', 'LUNCH BAG DOILEY PATTERN ')","('1.65', '23209')",1.0
58677,"('1.65', '10', 'LUNCH BAG DOILEY PATTERN ')","('23209',)",1.0
58678,"('10', '23209', 'LUNCH BAG DOILEY PATTERN ')","('1.65',)",1.0
58679,"('1.65', 'LUNCH BAG DOILEY PATTERN ')","('23209',)",1.0
58680,"('23209', 'LUNCH BAG DOILEY PATTERN ')","('1.65',)",0.9617021276595744
58681,"('6', '84946')","('1.25',)",1.0
58682,"('1.06', '84946')","('72',)",0.8028169014084507
58683,"('72', '84946')","('1.06',)",1.0
58684,"('24', '84946')","('1.25',)",1.0
58685,"('12', '84946')","('1.25',)",1.0
58686,"('13098.0', '6.75')","('10',)",0.9629629629629629
58687,"('13098.0', '25')","('0.42',)",0.9615384615384616
58688,"('120', '60 TEATIME FAIRY CAKE CASES')","('0.42', '84991')",1.0
58689,"('120', '84991')","('0.42', '60 TEATIME FAIRY CAKE CASES')",1.0
58690,"('0.42', '120', '60 TEATIME FAIRY CAKE CASES')","('84991',)",1.0
58691,"('0.42', '120', '84991')","('60 TEATIME FAIRY CAKE CASES',)",1.0
58692,"('120', '60 TEATIME FAIRY CAKE CASES', '84991')","('0.42',)",1.0
58693,"('120', 'PACK OF 60 PINK PAISLEY CAKE CASES')","('0.42', '21977')",1.0
58694,"('120', '21977')","('0.42', 'PACK OF 60 PINK PAISLEY CAKE CASES')",1.0
58695,"('0.42', '120', '21977')","('PACK OF 60 PINK PAISLEY CAKE CASES',)",1.0
58696,"('0.42', '120', 'PACK OF 60 PINK PAISLEY CAKE CASES')","('21977',)",1.0
58697,"('120', '21977', 'PACK OF 60 PINK PAISLEY CAKE CASES')","('0.42',)",1.0
58698,"('120', 'PACK OF 72 RETROSPOT CAKE CASES')","('0.42', '21212')",1.0
58699,"('120', '21212')","('0.42', 'PACK OF 72 RETROSPOT CAKE CASES')",1.0
58700,"('0.42', '120', '21212')","('PACK OF 72 RETROSPOT CAKE CASES',)",1.0
58701,"('0.42', '120', 'PACK OF 72 RETROSPOT CAKE CASES')","('21212',)",1.0
58702,"('120', '21212', 'PACK OF 72 RETROSPOT CAKE CASES')","('0.42',)",1.0
58703,"('2', '22326')","('2.95', 'ROUND SNACK BOXES SET OF4 WOODLAND ')",1.0
58704,"('1', '22326')","('2.95', 'ROUND SNACK BOXES SET OF4 WOODLAND ')",1.0
58705,"('12', '22326')","('2.95', 'ROUND SNACK BOXES SET OF4 WOODLAND ')",1.0
58706,"('22326', '6')","('2.95', 'ROUND SNACK BOXES SET OF4 WOODLAND ')",1.0
58707,"('2.55', '22326')","('ROUND SNACK BOXES SET OF4 WOODLAND ',)",1.0
58708,"('2.55', 'ROUND SNACK BOXES SET OF4 WOODLAND ')","('22326',)",1.0
58709,"('2', 'ROUND SNACK BOXES SET OF4 WOODLAND ')","('2.95', '22326')",1.0
58710,"('2', '2.95', '22326')","('ROUND SNACK BOXES SET OF4 WOODLAND ',)",1.0
58711,"('2', '2.95', 'ROUND SNACK BOXES SET OF4 WOODLAND ')","('22326',)",1.0
58712,"('2', '22326', 'ROUND SNACK BOXES SET OF4 WOODLAND ')","('2.95',)",1.0
58713,"('1', 'ROUND SNACK BOXES SET OF4 WOODLAND ')","('2.95', '22326')",1.0
58714,"('1', '2.95', '22326')","('ROUND SNACK BOXES SET OF4 WOODLAND ',)",1.0
58715,"('1', '2.95', 'ROUND SNACK BOXES SET OF4 WOODLAND ')","('22326',)",1.0
58716,"('1', '22326', 'ROUND SNACK BOXES SET OF4 WOODLAND ')","('2.95',)",1.0
58717,"('12', 'ROUND SNACK BOXES SET OF4 WOODLAND ')","('2.95', '22326')",1.0
58718,"('12', '2.95', '22326')","('ROUND SNACK BOXES SET OF4 WOODLAND ',)",1.0
58719,"('12', '2.95', 'ROUND SNACK BOXES SET OF4 WOODLAND ')","('22326',)",1.0
58720,"('12', '22326', 'ROUND SNACK BOXES SET OF4 WOODLAND ')","('2.95',)",1.0
58721,"('6', 'ROUND SNACK BOXES SET OF4 WOODLAND ')","('2.95', '22326')",1.0
58722,"('2.95', '22326', '6')","('ROUND SNACK BOXES SET OF4 WOODLAND ',)",1.0
58723,"('2.95', '6', 'ROUND SNACK BOXES SET OF4 WOODLAND ')","('22326',)",1.0
58724,"('22326', '6', 'ROUND SNACK BOXES SET OF4 WOODLAND ')","('2.95',)",1.0
58725,"('2.95', '22326')","('ROUND SNACK BOXES SET OF4 WOODLAND ',)",1.0
58726,"('2.95', 'ROUND SNACK BOXES SET OF4 WOODLAND ')","('22326',)",1.0
58727,"('22326', 'ROUND SNACK BOXES SET OF4 WOODLAND ')","('2.95',)",0.93125
58728,"('20685', '4')","('7.95', 'DOORMAT RED RETROSPOT')",0.8974358974358975
58729,"('10', '20685')","('6.75', 'DOORMAT RED RETROSPOT')",0.8888888888888888
58730,"('1', '20685')","('7.95', 'DOORMAT RED RETROSPOT')",0.8425925925925926
58731,"('2', '20685')","('7.95', 'DOORMAT RED RETROSPOT')",0.8917525773195877
58732,"('4', 'DOORMAT RED RETROSPOT')","('20685', '7.95')",0.8974358974358975
58733,"('20685', '4', '7.95')","('DOORMAT RED RETROSPOT',)",1.0
58734,"('20685', '4', 'DOORMAT RED RETROSPOT')","('7.95',)",0.8974358974358975
58735,"('4', '7.95', 'DOORMAT RED RETROSPOT')","('20685',)",1.0
58736,"('20685', '8.25')","('DOORMAT RED RETROSPOT',)",1.0
58737,"('8.25', 'DOORMAT RED RETROSPOT')","('20685',)",1.0
58738,"('2', '20685', '8.25')","('DOORMAT RED RETROSPOT',)",1.0
58739,"('2', '8.25', 'DOORMAT RED RETROSPOT')","('20685',)",1.0
58740,"('10', 'DOORMAT RED RETROSPOT')","('20685', '6.75')",0.8888888888888888
58741,"('10', '20685', '6.75')","('DOORMAT RED RETROSPOT',)",1.0
58742,"('10', '20685', 'DOORMAT RED RETROSPOT')","('6.75',)",0.8888888888888888
58743,"('10', '6.75', 'DOORMAT RED RETROSPOT')","('20685',)",1.0
58744,"('20685', '6.75')","('DOORMAT RED RETROSPOT',)",1.0
58745,"('6.75', 'DOORMAT RED RETROSPOT')","('20685',)",1.0
58746,"('1', 'DOORMAT RED RETROSPOT')","('20685', '7.95')",0.8425925925925926
58747,"('1', '20685', '7.95')","('DOORMAT RED RETROSPOT',)",1.0
58748,"('1', '20685', 'DOORMAT RED RETROSPOT')","('7.95',)",0.8425925925925926
58749,"('1', '7.95', 'DOORMAT RED RETROSPOT')","('20685',)",1.0
58750,"('2', 'DOORMAT RED RETROSPOT')","('20685', '7.95')",0.8917525773195877
58751,"('2', '20685', '7.95')","('DOORMAT RED RETROSPOT',)",1.0
58752,"('2', '20685', 'DOORMAT RED RETROSPOT')","('7.95',)",0.8917525773195877
58753,"('2', '7.95', 'DOORMAT RED RETROSPOT')","('20685',)",1.0
58754,"('20685', '7.95')","('DOORMAT RED RETROSPOT',)",1.0
58755,"('7.95', 'DOORMAT RED RETROSPOT')","('20685',)",1.0
58756,"('22624', '4')","('8.5', 'IVORY KITCHEN SCALES')",0.9361702127659575
58757,"('1', '22624')","('8.5', 'IVORY KITCHEN SCALES')",1.0
58758,"('2', '22624')","('8.5', 'IVORY KITCHEN SCALES')",0.9922178988326849
58759,"('4', 'IVORY KITCHEN SCALES')","('22624', '8.5')",0.9361702127659575
58760,"('22624', '4', '8.5')","('IVORY KITCHEN SCALES',)",1.0
58761,"('22624', '4', 'IVORY KITCHEN SCALES')","('8.5',)",0.9361702127659575
58762,"('4', '8.5', 'IVORY KITCHEN SCALES')","('22624',)",1.0
58763,"('1', 'IVORY KITCHEN SCALES')","('22624', '8.5')",1.0
58764,"('1', '22624', '8.5')","('IVORY KITCHEN SCALES',)",1.0
58765,"('1', '22624', 'IVORY KITCHEN SCALES')","('8.5',)",1.0
58766,"('1', '8.5', 'IVORY KITCHEN SCALES')","('22624',)",1.0
58767,"('2', 'IVORY KITCHEN SCALES')","('22624', '8.5')",0.9922178988326849
58768,"('2', '22624', '8.5')","('IVORY KITCHEN SCALES',)",1.0
58769,"('2', '22624', 'IVORY KITCHEN SCALES')","('8.5',)",0.9922178988326849
58770,"('2', '8.5', 'IVORY KITCHEN SCALES')","('22624',)",1.0
58771,"('22624', '8.5')","('IVORY KITCHEN SCALES',)",1.0
58772,"('22624', 'IVORY KITCHEN SCALES')","('8.5',)",0.9257731958762887
58773,"('8.5', 'IVORY KITCHEN SCALES')","('22624',)",1.0
58774,"('21755', '4')","('5.95', 'LOVE BUILDING BLOCK WORD')",0.88
58775,"('21755', '6')","('5.95', 'LOVE BUILDING BLOCK WORD')",0.8846153846153846
58776,"('1', '21755')","('5.95', 'LOVE BUILDING BLOCK WORD')",0.8571428571428571
58777,"('21755', '3')","('5.95', 'LOVE BUILDING BLOCK WORD')",0.9162011173184358
58778,"('4', 'LOVE BUILDING BLOCK WORD')","('21755', '5.95')",0.88
58779,"('21755', '4', '5.95')","('LOVE BUILDING BLOCK WORD',)",1.0
58780,"('21755', '4', 'LOVE BUILDING BLOCK WORD')","('5.95',)",0.88
58781,"('4', '5.95', 'LOVE BUILDING BLOCK WORD')","('21755',)",1.0
58782,"('6', 'LOVE BUILDING BLOCK WORD')","('21755', '5.95')",0.8846153846153846
58783,"('21755', '5.95', '6')","('LOVE BUILDING BLOCK WORD',)",1.0
58784,"('21755', '6', 'LOVE BUILDING BLOCK WORD')","('5.95',)",0.8846153846153846
58785,"('5.95', '6', 'LOVE BUILDING BLOCK WORD')","('21755',)",1.0
58786,"('21755', '6.25')","('LOVE BUILDING BLOCK WORD',)",1.0
58787,"('6.25', 'LOVE BUILDING BLOCK WORD')","('21755',)",1.0
58788,"('2', '21755', '6.25')","('LOVE BUILDING BLOCK WORD',)",1.0
58789,"('2', '6.25', 'LOVE BUILDING BLOCK WORD')","('21755',)",1.0
58790,"('2', '21755')","('LOVE BUILDING BLOCK WORD',)",1.0
58791,"('2', 'LOVE BUILDING BLOCK WORD')","('21755',)",1.0
58792,"('2', '21755', '5.95')","('LOVE BUILDING BLOCK WORD',)",1.0
58793,"('2', '5.95', 'LOVE BUILDING BLOCK WORD')","('21755',)",1.0
58794,"('1', 'LOVE BUILDING BLOCK WORD')","('21755', '5.95')",0.8571428571428571
58795,"('1', '21755', '5.95')","('LOVE BUILDING BLOCK WORD',)",1.0
58796,"('1', '21755', 'LOVE BUILDING BLOCK WORD')","('5.95',)",0.8571428571428571
58797,"('1', '5.95', 'LOVE BUILDING BLOCK WORD')","('21755',)",1.0
58798,"('3', 'LOVE BUILDING BLOCK WORD')","('21755', '5.95')",0.9162011173184358
58799,"('21755', '3', '5.95')","('LOVE BUILDING BLOCK WORD',)",1.0
58800,"('21755', '3', 'LOVE BUILDING BLOCK WORD')","('5.95',)",0.9162011173184358
58801,"('3', '5.95', 'LOVE BUILDING BLOCK WORD')","('21755',)",1.0
58802,"('21755', '5.95')","('LOVE BUILDING BLOCK WORD',)",1.0
58803,"('21755', 'LOVE BUILDING BLOCK WORD')","('5.95',)",0.8357289527720739
58804,"('5.95', 'LOVE BUILDING BLOCK WORD')","('21755',)",1.0
58805,"('22355', '4')","('0.85', 'CHARLOTTE BAG SUKI DESIGN')",1.0
58806,"('2', '22355')","('0.85', 'CHARLOTTE BAG SUKI DESIGN')",1.0
58807,"('22355', '3')","('0.85', 'CHARLOTTE BAG SUKI DESIGN')",0.9583333333333334
58808,"('20', '22355')","('0.85', 'CHARLOTTE BAG SUKI DESIGN')",1.0
58809,"('100', '22355')","('0.72', 'CHARLOTTE BAG SUKI DESIGN')",1.0
58810,"('1', '22355')","('0.85', 'CHARLOTTE BAG SUKI DESIGN')",0.9772727272727273
58811,"('17841.0', '22355')","('0.85', 'CHARLOTTE BAG SUKI DESIGN')",1.0
58812,"('10', '22355')","('0.85', 'CHARLOTTE BAG SUKI DESIGN')",1.0
58813,"('22355', '30')","('CHARLOTTE BAG SUKI DESIGN',)",1.0
58814,"('30', 'CHARLOTTE BAG SUKI DESIGN')","('22355',)",1.0
58815,"('4', 'CHARLOTTE BAG SUKI DESIGN')","('0.85', '22355')",1.0
58816,"('0.85', '22355', '4')","('CHARLOTTE BAG SUKI DESIGN',)",1.0
58817,"('0.85', '4', 'CHARLOTTE BAG SUKI DESIGN')","('22355',)",1.0
58818,"('22355', '4', 'CHARLOTTE BAG SUKI DESIGN')","('0.85',)",1.0
58819,"('2', 'CHARLOTTE BAG SUKI DESIGN')","('0.85', '22355')",1.0
58820,"('0.85', '2', '22355')","('CHARLOTTE BAG SUKI DESIGN',)",1.0
58821,"('0.85', '2', 'CHARLOTTE BAG SUKI DESIGN')","('22355',)",1.0
58822,"('2', '22355', 'CHARLOTTE BAG SUKI DESIGN')","('0.85',)",1.0
58823,"('3', 'CHARLOTTE BAG SUKI DESIGN')","('0.85', '22355')",0.9583333333333334
58824,"('0.85', '22355', '3')","('CHARLOTTE BAG SUKI DESIGN',)",1.0
58825,"('0.85', '3', 'CHARLOTTE BAG SUKI DESIGN')","('22355',)",1.0
58826,"('22355', '3', 'CHARLOTTE BAG SUKI DESIGN')","('0.85',)",0.9583333333333334
58827,"('20', 'CHARLOTTE BAG SUKI DESIGN')","('0.85', '22355')",1.0
58828,"('0.85', '20', '22355')","('CHARLOTTE BAG SUKI DESIGN',)",1.0
58829,"('0.85', '20', 'CHARLOTTE BAG SUKI DESIGN')","('22355',)",1.0
58830,"('20', '22355', 'CHARLOTTE BAG SUKI DESIGN')","('0.85',)",1.0
58831,"('100', 'CHARLOTTE BAG SUKI DESIGN')","('0.72', '22355')",1.0
58832,"('0.72', '100', '22355')","('CHARLOTTE BAG SUKI DESIGN',)",1.0
58833,"('0.72', '100', 'CHARLOTTE BAG SUKI DESIGN')","('22355',)",1.0
58834,"('100', '22355', 'CHARLOTTE BAG SUKI DESIGN')","('0.72',)",1.0
58835,"('0.72', '22355')","('CHARLOTTE BAG SUKI DESIGN',)",1.0
58836,"('0.72', 'CHARLOTTE BAG SUKI DESIGN')","('22355',)",1.0
58837,"('1', 'CHARLOTTE BAG SUKI DESIGN')","('0.85', '22355')",0.9772727272727273
58838,"('0.85', '1', '22355')","('CHARLOTTE BAG SUKI DESIGN',)",1.0
58839,"('0.85', '1', 'CHARLOTTE BAG SUKI DESIGN')","('22355',)",1.0
58840,"('1', '22355', 'CHARLOTTE BAG SUKI DESIGN')","('0.85',)",0.9772727272727273
58841,"('17841.0', 'CHARLOTTE BAG SUKI DESIGN')","('0.85', '22355')",1.0
58842,"('0.85', '17841.0', '22355')","('CHARLOTTE BAG SUKI DESIGN',)",1.0
58843,"('0.85', '17841.0', 'CHARLOTTE BAG SUKI DESIGN')","('22355',)",1.0
58844,"('17841.0', '22355', 'CHARLOTTE BAG SUKI DESIGN')","('0.85',)",1.0
58845,"('10', 'CHARLOTTE BAG SUKI DESIGN')","('0.85', '22355')",1.0
58846,"('0.85', '10', '22355')","('CHARLOTTE BAG SUKI DESIGN',)",1.0
58847,"('0.85', '10', 'CHARLOTTE BAG SUKI DESIGN')","('22355',)",1.0
58848,"('10', '22355', 'CHARLOTTE BAG SUKI DESIGN')","('0.85',)",1.0
58849,"('0.85', '22355')","('CHARLOTTE BAG SUKI DESIGN',)",1.0
58850,"('0.85', 'CHARLOTTE BAG SUKI DESIGN')","('22355',)",1.0
58851,"('22355', 'CHARLOTTE BAG SUKI DESIGN')","('0.85',)",0.9159836065573771
58852,"('23208', '5')","('1.65', 'LUNCH BAG VINTAGE LEAF DESIGN')",1.0
58853,"('23208', '4')","('1.65', 'LUNCH BAG VINTAGE LEAF DESIGN')",1.0
58854,"('23208', '3')","('1.65', 'LUNCH BAG VINTAGE LEAF DESIGN')",1.0
58855,"('20', '23208')","('1.65', 'LUNCH BAG VINTAGE LEAF DESIGN')",0.9782608695652174
58856,"('1', '23208')","('1.65', 'LUNCH BAG VINTAGE LEAF DESIGN')",1.0
58857,"('2', '23208')","('1.65', 'LUNCH BAG VINTAGE LEAF DESIGN')",1.0
58858,"('10', '23208')","('1.65', 'LUNCH BAG VINTAGE LEAF DESIGN')",1.0
58859,"('5', 'LUNCH BAG VINTAGE LEAF DESIGN')","('1.65', '23208')",1.0
58860,"('1.65', '23208', '5')","('LUNCH BAG VINTAGE LEAF DESIGN',)",1.0
58861,"('1.65', '5', 'LUNCH BAG VINTAGE LEAF DESIGN')","('23208',)",1.0
58862,"('23208', '5', 'LUNCH BAG VINTAGE LEAF DESIGN')","('1.65',)",1.0
58863,"('4', 'LUNCH BAG VINTAGE LEAF DESIGN')","('1.65', '23208')",1.0
58864,"('1.65', '23208', '4')","('LUNCH BAG VINTAGE LEAF DESIGN',)",1.0
58865,"('1.65', '4', 'LUNCH BAG VINTAGE LEAF DESIGN')","('23208',)",1.0
58866,"('23208', '4', 'LUNCH BAG VINTAGE LEAF DESIGN')","('1.65',)",1.0
58867,"('3', 'LUNCH BAG VINTAGE LEAF DESIGN')","('1.65', '23208')",1.0
58868,"('1.65', '23208', '3')","('LUNCH BAG VINTAGE LEAF DESIGN',)",1.0
58869,"('1.65', '3', 'LUNCH BAG VINTAGE LEAF DESIGN')","('23208',)",1.0
58870,"('23208', '3', 'LUNCH BAG VINTAGE LEAF DESIGN')","('1.65',)",1.0
58871,"('20', 'LUNCH BAG VINTAGE LEAF DESIGN')","('1.65', '23208')",0.9782608695652174
58872,"('1.65', '20', '23208')","('LUNCH BAG VINTAGE LEAF DESIGN',)",1.0
58873,"('1.65', '20', 'LUNCH BAG VINTAGE LEAF DESIGN')","('23208',)",1.0
58874,"('20', '23208', 'LUNCH BAG VINTAGE LEAF DESIGN')","('1.65',)",0.9782608695652174
58875,"('1', 'LUNCH BAG VINTAGE LEAF DESIGN')","('1.65', '23208')",1.0
58876,"('1', '1.65', '23208')","('LUNCH BAG VINTAGE LEAF DESIGN',)",1.0
58877,"('1', '1.65', 'LUNCH BAG VINTAGE LEAF DESIGN')","('23208',)",1.0
58878,"('1', '23208', 'LUNCH BAG VINTAGE LEAF DESIGN')","('1.65',)",1.0
58879,"('2', 'LUNCH BAG VINTAGE LEAF DESIGN')","('1.65', '23208')",1.0
58880,"('1.65', '2', '23208')","('LUNCH BAG VINTAGE LEAF DESIGN',)",1.0
58881,"('1.65', '2', 'LUNCH BAG VINTAGE LEAF DESIGN')","('23208',)",1.0
58882,"('2', '23208', 'LUNCH BAG VINTAGE LEAF DESIGN')","('1.65',)",1.0
58883,"('10', 'LUNCH BAG VINTAGE LEAF DESIGN')","('1.65', '23208')",1.0
58884,"('1.65', '10', '23208')","('LUNCH BAG VINTAGE LEAF DESIGN',)",1.0
58885,"('1.65', '10', 'LUNCH BAG VINTAGE LEAF DESIGN')","('23208',)",1.0
58886,"('10', '23208', 'LUNCH BAG VINTAGE LEAF DESIGN')","('1.65',)",1.0
58887,"('1.65', '23208')","('LUNCH BAG VINTAGE LEAF DESIGN',)",1.0
58888,"('1.65', 'LUNCH BAG VINTAGE LEAF DESIGN')","('23208',)",1.0
58889,"('23208', 'LUNCH BAG VINTAGE LEAF DESIGN')","('1.65',)",0.9733606557377049
58890,"('22907', '6')","('0.85', 'PACK OF 20 NAPKINS PANTRY DESIGN')",1.0
58891,"('22907', '4')","('0.85', 'PACK OF 20 NAPKINS PANTRY DESIGN')",1.0
58892,"('22907', '24')","('0.85', 'PACK OF 20 NAPKINS PANTRY DESIGN')",1.0
58893,"('22907', '3')","('0.85', 'PACK OF 20 NAPKINS PANTRY DESIGN')",1.0
58894,"('2', '22907')","('0.85', 'PACK OF 20 NAPKINS PANTRY DESIGN')",1.0
58895,"('1', '22907')","('0.85', 'PACK OF 20 NAPKINS PANTRY DESIGN')",0.987012987012987
58896,"('12', '22907')","('0.85', 'PACK OF 20 NAPKINS PANTRY DESIGN')",1.0
58897,"('6', 'PACK OF 20 NAPKINS PANTRY DESIGN')","('0.85', '22907')",1.0
58898,"('0.85', '22907', '6')","('PACK OF 20 NAPKINS PANTRY DESIGN',)",1.0
58899,"('0.85', '6', 'PACK OF 20 NAPKINS PANTRY DESIGN')","('22907',)",1.0
58900,"('22907', '6', 'PACK OF 20 NAPKINS PANTRY DESIGN')","('0.85',)",1.0
58901,"('4', 'PACK OF 20 NAPKINS PANTRY DESIGN')","('0.85', '22907')",1.0
58902,"('0.85', '22907', '4')","('PACK OF 20 NAPKINS PANTRY DESIGN',)",1.0
58903,"('0.85', '4', 'PACK OF 20 NAPKINS PANTRY DESIGN')","('22907',)",1.0
58904,"('22907', '4', 'PACK OF 20 NAPKINS PANTRY DESIGN')","('0.85',)",1.0
58905,"('24', 'PACK OF 20 NAPKINS PANTRY DESIGN')","('0.85', '22907')",1.0
58906,"('0.85', '22907', '24')","('PACK OF 20 NAPKINS PANTRY DESIGN',)",1.0
58907,"('0.85', '24', 'PACK OF 20 NAPKINS PANTRY DESIGN')","('22907',)",1.0
58908,"('22907', '24', 'PACK OF 20 NAPKINS PANTRY DESIGN')","('0.85',)",1.0
58909,"('3', 'PACK OF 20 NAPKINS PANTRY DESIGN')","('0.85', '22907')",1.0
58910,"('0.85', '22907', '3')","('PACK OF 20 NAPKINS PANTRY DESIGN',)",1.0
58911,"('0.85', '3', 'PACK OF 20 NAPKINS PANTRY DESIGN')","('22907',)",1.0
58912,"('22907', '3', 'PACK OF 20 NAPKINS PANTRY DESIGN')","('0.85',)",1.0
58913,"('2', 'PACK OF 20 NAPKINS PANTRY DESIGN')","('0.85', '22907')",1.0
58914,"('0.85', '2', '22907')","('PACK OF 20 NAPKINS PANTRY DESIGN',)",1.0
58915,"('0.85', '2', 'PACK OF 20 NAPKINS PANTRY DESIGN')","('22907',)",1.0
58916,"('2', '22907', 'PACK OF 20 NAPKINS PANTRY DESIGN')","('0.85',)",1.0
58917,"('1', 'PACK OF 20 NAPKINS PANTRY DESIGN')","('0.85', '22907')",0.987012987012987
58918,"('0.85', '1', '22907')","('PACK OF 20 NAPKINS PANTRY DESIGN',)",1.0
58919,"('0.85', '1', 'PACK OF 20 NAPKINS PANTRY DESIGN')","('22907',)",1.0
58920,"('1', '22907', 'PACK OF 20 NAPKINS PANTRY DESIGN')","('0.85',)",0.987012987012987
58921,"('12', 'PACK OF 20 NAPKINS PANTRY DESIGN')","('0.85', '22907')",1.0
58922,"('0.85', '12', '22907')","('PACK OF 20 NAPKINS PANTRY DESIGN',)",1.0
58923,"('0.85', '12', 'PACK OF 20 NAPKINS PANTRY DESIGN')","('22907',)",1.0
58924,"('12', '22907', 'PACK OF 20 NAPKINS PANTRY DESIGN')","('0.85',)",1.0
58925,"('0.85', '22907')","('PACK OF 20 NAPKINS PANTRY DESIGN',)",1.0
58926,"('0.85', 'PACK OF 20 NAPKINS PANTRY DESIGN')","('22907',)",1.0
58927,"('22907', 'PACK OF 20 NAPKINS PANTRY DESIGN')","('0.85',)",0.9735772357723578
58928,"('0.55', '84755')","('COLOUR GLASS T-LIGHT HOLDER HANGING',)",1.0
58929,"('144', '84755')","('0.55', 'COLOUR GLASS T-LIGHT HOLDER HANGING')",1.0
58930,"('0.65', '32')","('84755', 'COLOUR GLASS T-LIGHT HOLDER HANGING')",0.8235294117647058
58931,"('32', '84755')","('0.65', 'COLOUR GLASS T-LIGHT HOLDER HANGING')",1.0
58932,"('8', '84755')","('0.65', 'COLOUR GLASS T-LIGHT HOLDER HANGING')",0.9891304347826086
58933,"('16', '84755')","('0.65', 'COLOUR GLASS T-LIGHT HOLDER HANGING')",1.0
58934,"('0.55', 'COLOUR GLASS T-LIGHT HOLDER HANGING')","('84755',)",1.0
58935,"('144', 'COLOUR GLASS T-LIGHT HOLDER HANGING')","('0.55', '84755')",1.0
58936,"('0.55', '144', '84755')","('COLOUR GLASS T-LIGHT HOLDER HANGING',)",1.0
58937,"('0.55', '144', 'COLOUR GLASS T-LIGHT HOLDER HANGING')","('84755',)",1.0
58938,"('0.55', '84755', 'COLOUR GLASS T-LIGHT HOLDER HANGING')","('144',)",0.95
58939,"('144', '84755', 'COLOUR GLASS T-LIGHT HOLDER HANGING')","('0.55',)",1.0
58940,"('32', 'COLOUR GLASS T-LIGHT HOLDER HANGING')","('0.65', '84755')",1.0
58941,"('0.65', '32', '84755')","('COLOUR GLASS T-LIGHT HOLDER HANGING',)",1.0
58942,"('0.65', '32', 'COLOUR GLASS T-LIGHT HOLDER HANGING')","('84755',)",1.0
58943,"('32', '84755', 'COLOUR GLASS T-LIGHT HOLDER HANGING')","('0.65',)",1.0
58944,"('8', 'COLOUR GLASS T-LIGHT HOLDER HANGING')","('0.65', '84755')",0.9891304347826086
58945,"('0.65', '8', '84755')","('COLOUR GLASS T-LIGHT HOLDER HANGING',)",1.0
58946,"('0.65', '8', 'COLOUR GLASS T-LIGHT HOLDER HANGING')","('84755',)",1.0
58947,"('8', '84755', 'COLOUR GLASS T-LIGHT HOLDER HANGING')","('0.65',)",0.9891304347826086
58948,"('16', 'COLOUR GLASS T-LIGHT HOLDER HANGING')","('0.65', '84755')",1.0
58949,"('0.65', '16', '84755')","('COLOUR GLASS T-LIGHT HOLDER HANGING',)",1.0
58950,"('0.65', '16', 'COLOUR GLASS T-LIGHT HOLDER HANGING')","('84755',)",1.0
