,Antecedent,Consequent,Confidence_score
17418,"('14535.0', '4/5/2011 12:50')","('548987',)",1.0
17419,"('14535.0', '548987')","('4/5/2011 12:50',)",1.0
17420,"('4/5/2011 12:50', '548987')","('14535.0',)",1.0
17421,"('2', '4/5/2011 12:50')","('14535.0', '548987')",1.0
17422,"('14535.0', '2', '4/5/2011 12:50')","('548987',)",1.0
17423,"('14535.0', '2', '548987')","('4/5/2011 12:50',)",1.0
17424,"('2', '4/5/2011 12:50', '548987')","('14535.0',)",1.0
17425,"('552013',)","('12451.0', '5/5/2011 17:34')",1.0
17426,"('5/5/2011 17:34',)","('12451.0', '552013')",1.0
17427,"('12451.0', '5/5/2011 17:34')","('552013',)",1.0
17428,"('12451.0', '552013')","('5/5/2011 17:34',)",1.0
17429,"('5/5/2011 17:34', '552013')","('12451.0',)",1.0
17430,"('SILVER BELLS TABLE DECORATION',)","('1.25',)",0.9574468085106383
17431,"('12', 'SILVER BELLS TABLE DECORATION')","('1.25',)",1.0
17432,"('HEART SHAPED HOLLY WREATH',)","('4.15',)",0.9468085106382979
17433,"('4', 'HEART SHAPED HOLLY WREATH')","('4.15',)",1.0
17434,"('555835',)","('14525.0', '6/7/2011 12:34')",1.0
17435,"('1', '14525.0')","('555835', '6/7/2011 12:34')",0.7619047619047619
17436,"('1', '555835')","('14525.0', '6/7/2011 12:34')",1.0
17437,"('6/7/2011 12:34',)","('14525.0', '555835')",1.0
17438,"('14525.0', '555835')","('6/7/2011 12:34',)",1.0
17439,"('14525.0', '6/7/2011 12:34')","('555835',)",1.0
17440,"('555835', '6/7/2011 12:34')","('14525.0',)",1.0
17441,"('1', '6/7/2011 12:34')","('14525.0', '555835')",1.0
17442,"('1', '14525.0', '555835')","('6/7/2011 12:34',)",1.0
17443,"('1', '14525.0', '6/7/2011 12:34')","('555835',)",1.0
17444,"('1', '555835', '6/7/2011 12:34')","('14525.0',)",1.0
17445,"('VINTAGE CHRISTMAS GIFT SACK',)","('4.15',)",0.9787234042553191
17446,"('4', 'VINTAGE CHRISTMAS GIFT SACK')","('4.15',)",1.0
17447,"('560271',)","('16474.0', '7/17/2011 14:51')",1.0
17448,"('1', '560271')","('16474.0', '7/17/2011 14:51')",1.0
17449,"('7/17/2011 14:51',)","('16474.0', '560271')",1.0
17450,"('16474.0', '560271')","('7/17/2011 14:51',)",1.0
17451,"('16474.0', '7/17/2011 14:51')","('560271',)",1.0
17452,"('560271', '7/17/2011 14:51')","('16474.0',)",1.0
17453,"('1', '7/17/2011 14:51')","('16474.0', '560271')",1.0
17454,"('1', '16474.0', '560271')","('7/17/2011 14:51',)",1.0
17455,"('1', '16474.0', '7/17/2011 14:51')","('560271',)",1.0
17456,"('1', '560271', '7/17/2011 14:51')","('16474.0',)",1.0
17457,"('ROLL WRAP VINTAGE SPOT ',)","('1.25',)",0.9680851063829787
17458,"('12', 'ROLL WRAP VINTAGE SPOT ')","('1.25',)",1.0
17459,"('16303.0',)","('563404', '8/16/2011 11:04')",0.7014925373134329
17460,"('563404',)","('16303.0', '8/16/2011 11:04')",1.0
17461,"('8/16/2011 11:04',)","('16303.0', '563404')",1.0
17462,"('16303.0', '563404')","('8/16/2011 11:04',)",1.0
17463,"('16303.0', '8/16/2011 11:04')","('563404',)",1.0
17464,"('563404', '8/16/2011 11:04')","('16303.0',)",1.0
17465,"('24', 'PACK OF 12 BLUE PAISLEY TISSUES ')","('0.29',)",0.9047619047619048
17466,"('1', 'SWEETHEART WIRE WALL TIDY')","('9.95',)",1.0
17467,"('2', 'SWEETHEART WIRE WALL TIDY')","('9.95',)",1.0
17468,"('RETROSPOT SMALL TUBE MATCHES',)","('1.65',)",0.9894736842105263
17469,"('LIPSTICK PEN RED',)","('0.42',)",0.8736842105263158
17470,"('PINK OWL SOFT TOY',)","('2.95',)",1.0
17471,"('6', 'PINK OWL SOFT TOY')","('2.95',)",1.0
17472,"('FAIRY CAKE DESIGN UMBRELLA',)","('3.75',)",0.9578947368421052
17473,"('4', 'FAIRY CAKE DESIGN UMBRELLA')","('3.75',)",1.0
17474,"('TWO DOOR CURIO CABINET',)","('12.75',)",0.8947368421052632
17475,"('2', 'TWO DOOR CURIO CABINET')","('12.75',)",1.0
17476,"('CERAMIC CAKE BOWL + HANGING CAKES',)","('2.95',)",0.8105263157894737
17477,"('15048.0',)","('1',)",0.7368421052631579
17478,"('CHILDS GARDEN TROWEL PINK',)","('0.85',)",1.0
17479,"('12', 'CHILDS GARDEN TROWEL PINK')","('0.85',)",1.0
17480,"('FRENCH BLUE METAL DOOR SIGN 2',)","('1.25',)",0.9894736842105263
17481,"('10', 'FRENCH BLUE METAL DOOR SIGN 2')","('1.25',)",1.0
17482,"('12', 'CHRISTMAS STAR WISH LIST CHALKBOARD')","('1.25',)",0.9838709677419355
17483,"('545226',)","('12428.0', '3/1/2011 9:33')",1.0
17484,"('3/1/2011 9:33',)","('12428.0', '545226')",1.0
17485,"('12428.0', '3/1/2011 9:33')","('545226',)",1.0
17486,"('12428.0', '545226')","('3/1/2011 9:33',)",1.0
17487,"('3/1/2011 9:33', '545226')","('12428.0',)",1.0
17488,"('546850',)","('13268.0', '3/17/2011 13:20')",1.0
17489,"('0.42', '546850')","('13268.0', '3/17/2011 13:20')",1.0
17490,"('3/17/2011 13:20',)","('13268.0', '546850')",1.0
17491,"('13268.0', '3/17/2011 13:20')","('546850',)",1.0
17492,"('13268.0', '546850')","('3/17/2011 13:20',)",1.0
17493,"('3/17/2011 13:20', '546850')","('13268.0',)",1.0
17494,"('0.42', '3/17/2011 13:20')","('13268.0', '546850')",1.0
17495,"('0.42', '13268.0', '3/17/2011 13:20')","('546850',)",1.0
17496,"('0.42', '13268.0', '546850')","('3/17/2011 13:20',)",1.0
17497,"('0.42', '3/17/2011 13:20', '546850')","('13268.0',)",1.0
17498,"('557468',)","('16713.0', '6/20/2011 13:14')",1.0
17499,"('6/20/2011 13:14',)","('16713.0', '557468')",1.0
17500,"('16713.0', '557468')","('6/20/2011 13:14',)",1.0
17501,"('16713.0', '6/20/2011 13:14')","('557468',)",1.0
17502,"('557468', '6/20/2011 13:14')","('16713.0',)",1.0
17503,"(' DOLLY GIRL BEAKER',)","('1.25',)",0.9578947368421052
17504,"(' DOLLY GIRL BEAKER', '12')","('1.25',)",1.0
17505,"('BABUSHKA LIGHTS STRING OF 10',)","('6.75',)",0.9375
17506,"('2', 'BABUSHKA LIGHTS STRING OF 10')","('6.75',)",1.0
17507,"('RIBBON REEL SNOWY VILLAGE',)","('1.65',)",0.9166666666666666
17508,"('10', 'RIBBON REEL SNOWY VILLAGE')","('1.65',)",1.0
17509,"('RIBBON REEL CHRISTMAS PRESENT ',)","('1.65',)",0.96875
17510,"('10', 'RIBBON REEL CHRISTMAS PRESENT ')","('1.65',)",1.0
17511,"('CARD CAT AND TREE ',)","('0.42', '12')",0.8333333333333334
17512,"('0.42', 'CARD CAT AND TREE ')","('12',)",0.851063829787234
17513,"('12', 'CARD CAT AND TREE ')","('0.42',)",1.0
17514,"('HEN HOUSE DECORATION',)","('1.65',)",1.0
17515,"('12', 'HEN HOUSE DECORATION')","('1.65',)",1.0
17516,"('BLUE POLKADOT WASHING UP GLOVES',)","('2.1',)",1.0
17517,"('1', 'BLUE POLKADOT WASHING UP GLOVES')","('2.1',)",1.0
17518,"('6', 'RED GINGHAM TEDDY BEAR ')","('2.95',)",1.0
17519,"('1', 'RED GINGHAM TEDDY BEAR ')","('2.95',)",0.9705882352941176
17520,"('15880.0',)","('12/5/2010 13:00', '537144')",0.9896907216494846
17521,"('537144',)","('12/5/2010 13:00', '15880.0')",1.0
17522,"('1', '15880.0')","('12/5/2010 13:00', '537144')",1.0
17523,"('1', '537144')","('12/5/2010 13:00', '15880.0')",1.0
17524,"('12/5/2010 13:00',)","('15880.0', '537144')",1.0
17525,"('12/5/2010 13:00', '15880.0')","('537144',)",1.0
17526,"('12/5/2010 13:00', '537144')","('15880.0',)",1.0
17527,"('15880.0', '537144')","('12/5/2010 13:00',)",1.0
17528,"('1', '12/5/2010 13:00')","('15880.0', '537144')",1.0
17529,"('1', '12/5/2010 13:00', '15880.0')","('537144',)",1.0
17530,"('1', '12/5/2010 13:00', '537144')","('15880.0',)",1.0
17531,"('1', '15880.0', '537144')","('12/5/2010 13:00',)",1.0
17532,"('CARD WEDDING DAY',)","('0.42', '12')",0.8958333333333334
17533,"('0.42', 'CARD WEDDING DAY')","('12',)",0.9247311827956989
17534,"('12', 'CARD WEDDING DAY')","('0.42',)",1.0
17535,"('17114.0',)","('1',)",0.71875
17536,"('17609.0', '2')","('1/16/2011 16:23', '541265')",0.7111111111111111
17537,"('2', '541265')","('1/16/2011 16:23', '17609.0')",1.0
17538,"('1', '541265')","('1/16/2011 16:23', '17609.0')",1.0
17539,"('1/16/2011 16:23', '2')","('17609.0', '541265')",1.0
17540,"('1/16/2011 16:23', '17609.0', '2')","('541265',)",1.0
17541,"('1/16/2011 16:23', '2', '541265')","('17609.0',)",1.0
17542,"('17609.0', '2', '541265')","('1/16/2011 16:23',)",1.0
17543,"('1', '1/16/2011 16:23')","('17609.0', '541265')",1.0
17544,"('1', '1/16/2011 16:23', '17609.0')","('541265',)",1.0
17545,"('1', '1/16/2011 16:23', '541265')","('17609.0',)",1.0
17546,"('1', '17609.0', '541265')","('1/16/2011 16:23',)",1.0
17547,"('1/16/2011 16:23', '17609.0')","('541265',)",1.0
17548,"('1/16/2011 16:23', '541265')","('17609.0',)",1.0
17549,"('17609.0', '541265')","('1/16/2011 16:23',)",1.0
17550,"('548984',)","('14546.0', '4/5/2011 12:37')",1.0
17551,"('2', '548984')","('14546.0', '4/5/2011 12:37')",1.0
17552,"('4/5/2011 12:37',)","('14546.0', '548984')",1.0
17553,"('14546.0', '4/5/2011 12:37')","('548984',)",1.0
17554,"('14546.0', '548984')","('4/5/2011 12:37',)",1.0
17555,"('4/5/2011 12:37', '548984')","('14546.0',)",1.0
17556,"('2', '4/5/2011 12:37')","('14546.0', '548984')",1.0
17557,"('14546.0', '2', '4/5/2011 12:37')","('548984',)",1.0
17558,"('14546.0', '2', '548984')","('4/5/2011 12:37',)",1.0
17559,"('2', '4/5/2011 12:37', '548984')","('14546.0',)",1.0
17560,"('ALUMINIUM STAMPED HEART',)","('2.49',)",0.96875
17561,"('4', 'ALUMINIUM STAMPED HEART')","('2.49',)",1.0
17562,"('SILVER STARS TABLE DECORATION',)","('0.83',)",0.9375
17563,"('12', 'SILVER STARS TABLE DECORATION')","('0.83',)",1.0
17564,"('556056',)","('17841.0', '6/8/2011 13:35')",1.0
17565,"('1', '556056')","('17841.0', '6/8/2011 13:35')",1.0
17566,"('6/8/2011 13:35',)","('17841.0', '556056')",1.0
17567,"('17841.0', '556056')","('6/8/2011 13:35',)",1.0
17568,"('17841.0', '6/8/2011 13:35')","('556056',)",1.0
17569,"('556056', '6/8/2011 13:35')","('17841.0',)",1.0
17570,"('1', '6/8/2011 13:35')","('17841.0', '556056')",1.0
17571,"('1', '17841.0', '556056')","('6/8/2011 13:35',)",1.0
17572,"('1', '17841.0', '6/8/2011 13:35')","('556056',)",1.0
17573,"('1', '556056', '6/8/2011 13:35')","('17841.0',)",1.0
17574,"('SKETCHBOOK MAGNETIC SHOPPING LIST',)","('1.45',)",0.9270833333333334
17575,"('562789',)","('14646.0', '8/9/2011 13:50')",1.0
17576,"('8/9/2011 13:50',)","('14646.0', '562789')",1.0
17577,"('14646.0', '562789')","('8/9/2011 13:50',)",1.0
17578,"('14646.0', '8/9/2011 13:50')","('562789',)",1.0
17579,"('562789', '8/9/2011 13:50')","('14646.0',)",1.0
17580,"('571281',)","('10/16/2011 13:23', '14088.0')",1.0
17581,"('10/16/2011 13:23',)","('14088.0', '571281')",1.0
17582,"('10/16/2011 13:23', '14088.0')","('571281',)",1.0
17583,"('10/16/2011 13:23', '571281')","('14088.0',)",1.0
17584,"('14088.0', '571281')","('10/16/2011 13:23',)",1.0
17585,"('BLUE 3 PIECE POLKADOT CUTLERY SET',)","('3.75',)",0.7938144329896907
17586,"('FULL ENGLISH BREAKFAST PLATE',)","('3.75',)",0.7525773195876289
17587,"('BLUE PARTY BAGS ',)","('2.1',)",0.9484536082474226
17588,"('6', 'BLUE PARTY BAGS ')","('2.1',)",1.0
17589,"('CIRCUS PARADE CHILDRENS EGG CUP ',)","('1.25',)",1.0
17590,"('12', 'CIRCUS PARADE CHILDRENS EGG CUP ')","('1.25',)",1.0
17591,"('1', '40.0')","('POSTAGE',)",0.9714285714285714
17592,"('12', 'FRENCH GARDEN SIGN BLUE METAL')","('1.25',)",0.975609756097561
17593,"('SPACEBOY BEAKER',)","('1.25',)",0.9587628865979382
17594,"('12', 'SPACEBOY BEAKER')","('1.25',)",1.0
17595,"('562377',)","('14535.0', '8/4/2011 15:04')",1.0
17596,"('8/4/2011 15:04',)","('14535.0',)",0.8434782608695652
17597,"('14535.0', '562377')","('8/4/2011 15:04',)",1.0
17598,"('14535.0', '8/4/2011 15:04')","('562377',)",1.0
17599,"('562377', '8/4/2011 15:04')","('14535.0',)",1.0
17600,"('2', '562377')","('14535.0', '8/4/2011 15:04')",1.0
17601,"('2', '8/4/2011 15:04')","('14535.0',)",1.0
17602,"('14535.0', '2', '562377')","('8/4/2011 15:04',)",1.0
17603,"('14535.0', '2', '8/4/2011 15:04')","('562377',)",1.0
17604,"('2', '562377', '8/4/2011 15:04')","('14535.0',)",1.0
17605,"('563614',)","('12415.0', '8/18/2011 8:51')",1.0
17606,"('8/18/2011 8:51',)","('12415.0', '563614')",1.0
17607,"('12415.0', '563614')","('8/18/2011 8:51',)",1.0
17608,"('12415.0', '8/18/2011 8:51')","('563614',)",1.0
17609,"('563614', '8/18/2011 8:51')","('12415.0',)",1.0
17610,"('GLASS STAR FROSTED T-LIGHT HOLDER',)","('4.95',)",0.7551020408163265
17611,"('12', 'HANGING METAL STAR LANTERN')","('1.65',)",0.9661016949152542
17612,"('6', 'KINGS CHOICE TEA CADDY ')","('2.95',)",1.0
17613,"('CARD PSYCHEDELIC APPLES',)","('0.42', '12')",0.826530612244898
17614,"('0.42', 'CARD PSYCHEDELIC APPLES')","('12',)",0.8526315789473684
17615,"('12', 'CARD PSYCHEDELIC APPLES')","('0.42',)",1.0
17616,"('200 RED + WHITE BENDY STRAWS',)","('1.25',)",0.9795918367346939
17617,"('1', '200 RED + WHITE BENDY STRAWS')","('1.25',)",1.0
17618,"('24', 'WOODEN TREE CHRISTMAS SCANDINAVIAN')","('0.29',)",0.8974358974358975
17619,"('SET/3 VANILLA SCENTED CANDLE IN BOX',)","('4.25',)",0.9693877551020408
17620,"('4', 'SET/3 VANILLA SCENTED CANDLE IN BOX')","('4.25',)",1.0
17621,"('540469',)","('1/7/2011 14:04', '12484.0')",1.0
17622,"('1/7/2011 14:04',)","('12484.0', '540469')",1.0
17623,"('1/7/2011 14:04', '12484.0')","('540469',)",1.0
17624,"('1/7/2011 14:04', '540469')","('12484.0',)",1.0
17625,"('12484.0', '540469')","('1/7/2011 14:04',)",1.0
17626,"('541485',)","('1', '1/18/2011 13:05', '18118.0')",0.8163265306122449
17627,"('1', '541485')","('1/18/2011 13:05', '18118.0')",1.0
17628,"('18118.0', '541485')","('1', '1/18/2011 13:05')",0.8163265306122449
17629,"('1/18/2011 13:05',)","('1', '18118.0', '541485')",0.8163265306122449
17630,"('1/18/2011 13:05', '18118.0')","('1', '541485')",0.8163265306122449
17631,"('1/18/2011 13:05', '541485')","('1', '18118.0')",0.8163265306122449
17632,"('1', '1/18/2011 13:05')","('18118.0', '541485')",1.0
17633,"('1', '1/18/2011 13:05', '18118.0')","('541485',)",1.0
17634,"('1', '1/18/2011 13:05', '541485')","('18118.0',)",1.0
17635,"('1', '18118.0', '541485')","('1/18/2011 13:05',)",1.0
17636,"('1/18/2011 13:05', '18118.0', '541485')","('1',)",0.8163265306122449
17637,"('545227',)","('12428.0', '3/1/2011 9:35')",1.0
17638,"('3/1/2011 9:35',)","('12428.0', '545227')",1.0
17639,"('12428.0', '3/1/2011 9:35')","('545227',)",1.0
17640,"('12428.0', '545227')","('3/1/2011 9:35',)",1.0
17641,"('3/1/2011 9:35', '545227')","('12428.0',)",1.0
17642,"('3/3/2011 13:45',)","('17416.0',)",0.98989898989899
17643,"('545530',)","('17416.0', '3/3/2011 13:45')",1.0
17644,"('17416.0', '3/3/2011 13:45')","('545530',)",1.0
17645,"('17416.0', '545530')","('3/3/2011 13:45',)",1.0
17646,"('3/3/2011 13:45', '545530')","('17416.0',)",1.0
17647,"('546774',)","('14505.0', '3/16/2011 15:45')",1.0
17648,"('2', '546774')","('14505.0', '3/16/2011 15:45')",1.0
17649,"('3/16/2011 15:45',)","('14505.0', '546774')",1.0
17650,"('14505.0', '3/16/2011 15:45')","('546774',)",1.0
17651,"('14505.0', '546774')","('3/16/2011 15:45',)",1.0
17652,"('3/16/2011 15:45', '546774')","('14505.0',)",1.0
17653,"('2', '3/16/2011 15:45')","('14505.0', '546774')",1.0
17654,"('14505.0', '2', '3/16/2011 15:45')","('546774',)",1.0
17655,"('14505.0', '2', '546774')","('3/16/2011 15:45',)",1.0
17656,"('2', '3/16/2011 15:45', '546774')","('14505.0',)",1.0
17657,"('SET 6 PAPER TABLE LANTERN STARS ',)","('3.75',)",0.9285714285714286
17658,"('6', 'SET 6 PAPER TABLE LANTERN STARS ')","('3.75',)",1.0
17659,"('557217',)","('17426.0', '6/17/2011 12:30')",1.0
17660,"('6/17/2011 12:30',)","('17426.0', '557217')",1.0
17661,"('17426.0', '557217')","('6/17/2011 12:30',)",1.0
17662,"('17426.0', '6/17/2011 12:30')","('557217',)",1.0
17663,"('557217', '6/17/2011 12:30')","('17426.0',)",1.0
17664,"('562540',)","('17400.0', '8/5/2011 15:38')",1.0
17665,"('2', '562540')","('17400.0', '8/5/2011 15:38')",1.0
17666,"('8/5/2011 15:38',)","('17400.0', '562540')",1.0
17667,"('17400.0', '562540')","('8/5/2011 15:38',)",1.0
17668,"('17400.0', '8/5/2011 15:38')","('562540',)",1.0
17669,"('562540', '8/5/2011 15:38')","('17400.0',)",1.0
17670,"('2', '8/5/2011 15:38')","('17400.0', '562540')",1.0
17671,"('17400.0', '2', '562540')","('8/5/2011 15:38',)",1.0
17672,"('17400.0', '2', '8/5/2011 15:38')","('562540',)",1.0
17673,"('2', '562540', '8/5/2011 15:38')","('17400.0',)",1.0
17674,"('IVORY WICKER HEART MEDIUM',)","('1.25',)",0.9795918367346939
17675,"('12', 'IVORY WICKER HEART MEDIUM')","('1.25',)",1.0
17676,"('566562',)","('17365.0', '9/13/2011 12:18')",1.0
17677,"('12', '566562')","('17365.0', '9/13/2011 12:18')",1.0
17678,"('9/13/2011 12:18',)","('17365.0', '566562')",1.0
17679,"('17365.0', '566562')","('9/13/2011 12:18',)",1.0
17680,"('17365.0', '9/13/2011 12:18')","('566562',)",1.0
17681,"('566562', '9/13/2011 12:18')","('17365.0',)",1.0
17682,"('12', '9/13/2011 12:18')","('17365.0', '566562')",1.0
17683,"('12', '17365.0', '566562')","('9/13/2011 12:18',)",1.0
17684,"('12', '17365.0', '9/13/2011 12:18')","('566562',)",1.0
17685,"('12', '566562', '9/13/2011 12:18')","('17365.0',)",1.0
17686,"('568531',)","('16713.0', '9/27/2011 13:49')",1.0
17687,"('9/27/2011 13:49',)","('16713.0', '568531')",1.0
17688,"('16713.0', '568531')","('9/27/2011 13:49',)",1.0
17689,"('16713.0', '9/27/2011 13:49')","('568531',)",1.0
17690,"('568531', '9/27/2011 13:49')","('16713.0',)",1.0
17691,"('17321.0',)","('10/3/2011 11:34', '569261')",1.0
17692,"('569261',)","('10/3/2011 11:34', '17321.0')",1.0
17693,"('1', '17321.0')","('10/3/2011 11:34', '569261')",1.0
17694,"('1', '569261')","('10/3/2011 11:34', '17321.0')",1.0
17695,"('10/3/2011 11:34',)","('17321.0', '569261')",1.0
17696,"('10/3/2011 11:34', '17321.0')","('569261',)",1.0
17697,"('10/3/2011 11:34', '569261')","('17321.0',)",1.0
17698,"('17321.0', '569261')","('10/3/2011 11:34',)",1.0
17699,"('1', '10/3/2011 11:34')","('17321.0', '569261')",1.0
17700,"('1', '10/3/2011 11:34', '17321.0')","('569261',)",1.0
17701,"('1', '10/3/2011 11:34', '569261')","('17321.0',)",1.0
17702,"('1', '17321.0', '569261')","('10/3/2011 11:34',)",1.0
17703,"('1', '17614.0')","('10/13/2011 16:01', '571105')",1.0
17704,"('1', '571105')","('10/13/2011 16:01', '17614.0')",1.0
17705,"('17614.0', '2')","('10/13/2011 16:01', '571105')",1.0
17706,"('2', '571105')","('10/13/2011 16:01', '17614.0')",1.0
17707,"('1', '10/13/2011 16:01')","('17614.0', '571105')",1.0
17708,"('1', '10/13/2011 16:01', '17614.0')","('571105',)",1.0
17709,"('1', '10/13/2011 16:01', '571105')","('17614.0',)",1.0
17710,"('1', '17614.0', '571105')","('10/13/2011 16:01',)",1.0
17711,"('10/13/2011 16:01', '2')","('17614.0', '571105')",1.0
17712,"('10/13/2011 16:01', '17614.0', '2')","('571105',)",1.0
17713,"('10/13/2011 16:01', '2', '571105')","('17614.0',)",1.0
17714,"('17614.0', '2', '571105')","('10/13/2011 16:01',)",1.0
17715,"('10/13/2011 16:01', '17614.0')","('571105',)",1.0
17716,"('10/13/2011 16:01', '571105')","('17614.0',)",1.0
17717,"('17614.0', '571105')","('10/13/2011 16:01',)",1.0
17718,"('VINTAGE BILLBOARD LOVE/HATE MUG',)","('1.25',)",0.8383838383838383
17719,"('24', 'SMALL HEART FLOWERS HOOK ')","('0.85',)",0.9777777777777777
17720,"('DINOSAURS  WRITING SET ',)","('1.65',)",0.98989898989899
17721,"('1', 'DINOSAURS  WRITING SET ')","('1.65',)",1.0
17722,"('TOAST ITS - I LOVE YOU ',)","('1.25',)",0.9696969696969697
17723,"('11.95',)","('BOX OF VINTAGE ALPHABET BLOCKS',)",0.9191919191919192
17724,"('11.95', '2')","('BOX OF VINTAGE ALPHABET BLOCKS',)",1.0
17725,"('6', 'FLOWER VINE RAFFIA FOOD COVER')","('3.75',)",1.0
17726,"('1', 'FLOWER VINE RAFFIA FOOD COVER')","('3.75',)",1.0
17727,"('MOROCCAN TEA GLASS',)","('0.85',)",0.8282828282828283
17728,"('12', 'MOROCCAN TEA GLASS')","('0.85',)",1.0
17729,"('12', 'SET/6 COLLAGE PAPER PLATES')","('0.39',)",0.8636363636363636
17730,"('CARD SUKI BIRTHDAY',)","('0.42', '12')",0.898989898989899
17731,"('0.42', 'CARD SUKI BIRTHDAY')","('12',)",0.9270833333333334
17732,"('12', 'CARD SUKI BIRTHDAY')","('0.42',)",1.0
17733,"('6', 'BAKING MOULD HEART WHITE CHOCOLATE')","('2.55',)",0.972972972972973
17734,"('2', '543306')","('16686.0', '2/7/2011 11:56')",1.0
17735,"('1', '543306')","('16686.0', '2/7/2011 11:56')",1.0
17736,"('2', '2/7/2011 11:56')","('16686.0', '543306')",1.0
17737,"('16686.0', '2', '2/7/2011 11:56')","('543306',)",1.0
17738,"('16686.0', '2', '543306')","('2/7/2011 11:56',)",1.0
17739,"('2', '2/7/2011 11:56', '543306')","('16686.0',)",1.0
17740,"('1', '2/7/2011 11:56')","('16686.0', '543306')",1.0
17741,"('1', '16686.0', '2/7/2011 11:56')","('543306',)",1.0
17742,"('1', '16686.0', '543306')","('2/7/2011 11:56',)",1.0
17743,"('1', '2/7/2011 11:56', '543306')","('16686.0',)",1.0
17744,"('16686.0', '2/7/2011 11:56')","('543306',)",1.0
17745,"('16686.0', '543306')","('2/7/2011 11:56',)",1.0
17746,"('2/7/2011 11:56', '543306')","('16686.0',)",1.0
17747,"('12', '560841')","('14298.0', '7/21/2011 12:25')",1.0
17748,"('12', '7/21/2011 12:25')","('14298.0',)",1.0
17749,"('12', '14298.0', '560841')","('7/21/2011 12:25',)",1.0
17750,"('12', '14298.0', '7/21/2011 12:25')","('560841',)",1.0
17751,"('12', '560841', '7/21/2011 12:25')","('14298.0',)",1.0
17752,"('24', '560841')","('14298.0', '7/21/2011 12:25')",1.0
17753,"('24', '7/21/2011 12:25')","('14298.0',)",1.0
17754,"('14298.0', '24', '560841')","('7/21/2011 12:25',)",1.0
17755,"('14298.0', '24', '7/21/2011 12:25')","('560841',)",1.0
17756,"('24', '560841', '7/21/2011 12:25')","('14298.0',)",1.0
17757,"('14298.0', '560841')","('7/21/2011 12:25',)",1.0
17758,"('14298.0', '7/21/2011 12:25')","('560841',)",1.0
17759,"('560841', '7/21/2011 12:25')","('14298.0',)",1.0
17760,"('569129',)","('15034.0', '9/30/2011 13:40')",1.0
17761,"('9/30/2011 13:40',)","('15034.0', '569129')",1.0
17762,"('15034.0', '569129')","('9/30/2011 13:40',)",1.0
17763,"('15034.0', '9/30/2011 13:40')","('569129',)",1.0
17764,"('569129', '9/30/2011 13:40')","('15034.0',)",1.0
17765,"('569843',)","('10/6/2011 13:29', '14449.0')",1.0
17766,"('1', '569843')","('10/6/2011 13:29', '14449.0')",1.0
17767,"('10/6/2011 13:29',)","('14449.0', '569843')",1.0
17768,"('10/6/2011 13:29', '14449.0')","('569843',)",1.0
17769,"('10/6/2011 13:29', '569843')","('14449.0',)",1.0
17770,"('14449.0', '569843')","('10/6/2011 13:29',)",1.0
17771,"('1', '10/6/2011 13:29')","('14449.0', '569843')",1.0
17772,"('1', '10/6/2011 13:29', '14449.0')","('569843',)",1.0
17773,"('1', '10/6/2011 13:29', '569843')","('14449.0',)",1.0
17774,"('1', '14449.0', '569843')","('10/6/2011 13:29',)",1.0
17775,"('571328',)","('10/17/2011 11:27', '12473.0')",1.0
17776,"('12', '12473.0')","('10/17/2011 11:27', '571328')",0.7368421052631579
17777,"('12', '571328')","('10/17/2011 11:27', '12473.0')",1.0
17778,"('10/17/2011 11:27',)","('12473.0', '571328')",1.0
17779,"('10/17/2011 11:27', '12473.0')","('571328',)",1.0
17780,"('10/17/2011 11:27', '571328')","('12473.0',)",1.0
17781,"('12473.0', '571328')","('10/17/2011 11:27',)",1.0
17782,"('10/17/2011 11:27', '12')","('12473.0', '571328')",1.0
17783,"('10/17/2011 11:27', '12', '12473.0')","('571328',)",1.0
17784,"('10/17/2011 11:27', '12', '571328')","('12473.0',)",1.0
17785,"('12', '12473.0', '571328')","('10/17/2011 11:27',)",1.0
17786,"('RED 3 PIECE RETROSPOT CUTLERY SET',)","('3.75',)",0.74
17787,"('HOME SMALL WOOD LETTERS',)","('4.95',)",1.0
17788,"('1', 'HOME SMALL WOOD LETTERS')","('4.95',)",1.0
17789,"('MIRRORED DISCO BALL ',)","('5.95',)",0.84
17790,"('1', 'MIRRORED DISCO BALL ')","('5.95',)",1.0
17791,"('BUTTON BOX ',)","('1.95',)",0.97
17792,"('10', 'BUTTON BOX ')","('1.95',)",1.0
17793,"('BIRTHDAY CARD, RETRO SPOT',)","('0.42', '12')",0.87
17794,"('0.42', 'BIRTHDAY CARD, RETRO SPOT')","('12',)",0.8877551020408163
17795,"('12', 'BIRTHDAY CARD, RETRO SPOT')","('0.42',)",1.0
17796,"('6', 'GLASS JAR DAISY FRESH COTTON WOOL')","('2.95',)",1.0
17797,"('1', 'GLASS JAR DAISY FRESH COTTON WOOL')","('2.95',)",1.0
17798,"('2', 'TABLECLOTH RED APPLES DESIGN ')","('9.95',)",0.8235294117647058
17799,"('TRAVEL CARD WALLET PANTRY',)","('0.42',)",0.99
17800,"('24', 'TRAVEL CARD WALLET PANTRY')","('0.42',)",1.0
17801,"('PARISIENNE SEWING BOX',)","('12.5',)",0.91
17802,"('1', 'PARISIENNE SEWING BOX')","('12.5',)",1.0
17803,"('12', 'GLASS BON BON JAR')","('1.65',)",0.717391304347826
